debug: Token file: python.token
debug: Read dummy DCAP token
debug: enclave created:
debug:     base:           0x0000000000000000
debug:     size:           0x0000000040000000
debug:     misc_select:    0x00000000
debug:     attr.flags:     0x0000000000000005
debug:     attr.xfrm:      0x00000000000000e7
debug:     ssa_frame_size: 4
debug:     isv_prod_id:    0x00000000
debug:     isv_svn:        0x00000000
debug: adding pages to enclave: 0x3fef5000-0x40000000 [REG:R--] (manifest) measured
debug: adding pages to enclave: 0x3a3c9000-0x3a409000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a389000-0x3a3c9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a349000-0x3a389000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a309000-0x3a349000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a2c9000-0x3a309000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a289000-0x3a2c9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a249000-0x3a289000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a209000-0x3a249000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a1c9000-0x3a209000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a189000-0x3a1c9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a149000-0x3a189000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a109000-0x3a149000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a0c9000-0x3a109000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a089000-0x3a0c9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a049000-0x3a089000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x3a009000-0x3a049000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39fc9000-0x3a009000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39f89000-0x39fc9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39f49000-0x39f89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39f09000-0x39f49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39ec9000-0x39f09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39e89000-0x39ec9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39e49000-0x39e89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39e09000-0x39e49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39dc9000-0x39e09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39d89000-0x39dc9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39d49000-0x39d89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39d09000-0x39d49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39cc9000-0x39d09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39c89000-0x39cc9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39c49000-0x39c89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39c09000-0x39c49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39bc9000-0x39c09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39b89000-0x39bc9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39b49000-0x39b89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39b09000-0x39b49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39ac9000-0x39b09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39a89000-0x39ac9000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39a49000-0x39a89000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x39a09000-0x39a49000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x399c9000-0x39a09000 [REG:RW-] (stack) measured
debug: adding pages to enclave: 0x399b9000-0x399c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x399a9000-0x399b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39999000-0x399a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39989000-0x39999000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39979000-0x39989000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39969000-0x39979000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39959000-0x39969000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39949000-0x39959000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39939000-0x39949000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39929000-0x39939000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39919000-0x39929000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39909000-0x39919000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398f9000-0x39909000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398e9000-0x398f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398d9000-0x398e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398c9000-0x398d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398b9000-0x398c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x398a9000-0x398b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39899000-0x398a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39889000-0x39899000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39879000-0x39889000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39869000-0x39879000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39859000-0x39869000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39849000-0x39859000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39839000-0x39849000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39829000-0x39839000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39819000-0x39829000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39809000-0x39819000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397f9000-0x39809000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397e9000-0x397f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397d9000-0x397e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397c9000-0x397d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397b9000-0x397c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x397a9000-0x397b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39799000-0x397a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39789000-0x39799000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39779000-0x39789000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39769000-0x39779000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39759000-0x39769000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39749000-0x39759000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39739000-0x39749000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39729000-0x39739000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39719000-0x39729000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39709000-0x39719000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396f9000-0x39709000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396e9000-0x396f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396d9000-0x396e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396c9000-0x396d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396b9000-0x396c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x396a9000-0x396b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39699000-0x396a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39689000-0x39699000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39679000-0x39689000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39669000-0x39679000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39659000-0x39669000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39649000-0x39659000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39639000-0x39649000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39629000-0x39639000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39619000-0x39629000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39609000-0x39619000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395f9000-0x39609000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395e9000-0x395f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395d9000-0x395e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395c9000-0x395d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395b9000-0x395c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x395a9000-0x395b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39599000-0x395a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39589000-0x39599000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39579000-0x39589000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39569000-0x39579000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39559000-0x39569000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39549000-0x39559000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39539000-0x39549000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39529000-0x39539000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39519000-0x39529000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39509000-0x39519000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394f9000-0x39509000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394e9000-0x394f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394d9000-0x394e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394c9000-0x394d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394b9000-0x394c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x394a9000-0x394b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39499000-0x394a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39489000-0x39499000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39479000-0x39489000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39469000-0x39479000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39459000-0x39469000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39449000-0x39459000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39439000-0x39449000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39429000-0x39439000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39419000-0x39429000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39409000-0x39419000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393f9000-0x39409000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393e9000-0x393f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393d9000-0x393e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393c9000-0x393d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393b9000-0x393c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x393a9000-0x393b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39399000-0x393a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39389000-0x39399000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39379000-0x39389000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39369000-0x39379000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39359000-0x39369000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39349000-0x39359000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39339000-0x39349000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39329000-0x39339000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39319000-0x39329000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39309000-0x39319000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392f9000-0x39309000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392e9000-0x392f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392d9000-0x392e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392c9000-0x392d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392b9000-0x392c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x392a9000-0x392b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39299000-0x392a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39289000-0x39299000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39279000-0x39289000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39269000-0x39279000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39259000-0x39269000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39249000-0x39259000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39239000-0x39249000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39229000-0x39239000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39219000-0x39229000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39209000-0x39219000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391f9000-0x39209000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391e9000-0x391f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391d9000-0x391e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391c9000-0x391d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391b9000-0x391c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x391a9000-0x391b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39199000-0x391a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39189000-0x39199000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39179000-0x39189000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39169000-0x39179000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39159000-0x39169000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39149000-0x39159000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39139000-0x39149000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39129000-0x39139000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39119000-0x39129000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39109000-0x39119000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390f9000-0x39109000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390e9000-0x390f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390d9000-0x390e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390c9000-0x390d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390b9000-0x390c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x390a9000-0x390b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39099000-0x390a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39089000-0x39099000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39079000-0x39089000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39069000-0x39079000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39059000-0x39069000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39049000-0x39059000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39039000-0x39049000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39029000-0x39039000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39019000-0x39029000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x39009000-0x39019000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ff9000-0x39009000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38fe9000-0x38ff9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38fd9000-0x38fe9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38fc9000-0x38fd9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38fb9000-0x38fc9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38fa9000-0x38fb9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f99000-0x38fa9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f89000-0x38f99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f79000-0x38f89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f69000-0x38f79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f59000-0x38f69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f49000-0x38f59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f39000-0x38f49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f29000-0x38f39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f19000-0x38f29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38f09000-0x38f19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ef9000-0x38f09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ee9000-0x38ef9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ed9000-0x38ee9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ec9000-0x38ed9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38eb9000-0x38ec9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ea9000-0x38eb9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e99000-0x38ea9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e89000-0x38e99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e79000-0x38e89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e69000-0x38e79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e59000-0x38e69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e49000-0x38e59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e39000-0x38e49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e29000-0x38e39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e19000-0x38e29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38e09000-0x38e19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38df9000-0x38e09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38de9000-0x38df9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38dd9000-0x38de9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38dc9000-0x38dd9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38db9000-0x38dc9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38da9000-0x38db9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d99000-0x38da9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d89000-0x38d99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d79000-0x38d89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d69000-0x38d79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d59000-0x38d69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d49000-0x38d59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d39000-0x38d49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d29000-0x38d39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d19000-0x38d29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38d09000-0x38d19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38cf9000-0x38d09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ce9000-0x38cf9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38cd9000-0x38ce9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38cc9000-0x38cd9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38cb9000-0x38cc9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ca9000-0x38cb9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c99000-0x38ca9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c89000-0x38c99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c79000-0x38c89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c69000-0x38c79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c59000-0x38c69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c49000-0x38c59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c39000-0x38c49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c29000-0x38c39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c19000-0x38c29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38c09000-0x38c19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38bf9000-0x38c09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38be9000-0x38bf9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38bd9000-0x38be9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38bc9000-0x38bd9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38bb9000-0x38bc9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ba9000-0x38bb9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b99000-0x38ba9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b89000-0x38b99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b79000-0x38b89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b69000-0x38b79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b59000-0x38b69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b49000-0x38b59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b39000-0x38b49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b29000-0x38b39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b19000-0x38b29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38b09000-0x38b19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38af9000-0x38b09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ae9000-0x38af9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ad9000-0x38ae9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ac9000-0x38ad9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38ab9000-0x38ac9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38aa9000-0x38ab9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a99000-0x38aa9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a89000-0x38a99000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a79000-0x38a89000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a69000-0x38a79000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a59000-0x38a69000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a49000-0x38a59000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a39000-0x38a49000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a29000-0x38a39000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a19000-0x38a29000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38a09000-0x38a19000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389f9000-0x38a09000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389e9000-0x389f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389d9000-0x389e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389c9000-0x389d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389b9000-0x389c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x389a9000-0x389b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38999000-0x389a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38989000-0x38999000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38979000-0x38989000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38969000-0x38979000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38959000-0x38969000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38949000-0x38959000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38939000-0x38949000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38929000-0x38939000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38919000-0x38929000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38909000-0x38919000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x388f9000-0x38909000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x388e9000-0x388f9000 [REG:RW-] (sig_stack) measured
